name,cr,type,tag,size,ac,hp,align,legendary,source,str,dex,con,int,wis,cha,can_fly,can_swim,shapechanger
steel-predator,16.0,construct,,Large,20,207,lawful evil,0,Mordenkainen's Tome of Foes,24.0,17.0,22.0,4.0,14.0,6.0,0,0,0
stegosaurus,4.0,beast,,Huge,13,76,unaligned,0,Other,20.0,9.0,17.0,2.0,11.0,5.0,0,0,0
stirge,0.125,beast,,Tiny,14,2,unaligned,0,Monster Manual,4.0,16.0,11.0,2.0,8.0,6.0,1,0,0
stone-cursed,1.0,construct,,Medium,17,19,lawful evil,0,Mordenkainen's Tome of Foes,16.0,5.0,14.0,5.0,8.0,7.0,0,0,0
stone-giant,7.0,giant,stone giant,Huge,17,126,neutral,0,Monster Manual,23.0,15.0,20.0,10.0,12.0,9.0,0,0,0
stone-giant-dreamwalker,10.0,giant,stone giant,Huge,18,161,chaotic neutral,0,Volo's Guide to Monsters,23.0,14.0,21.0,10.0,8.0,12.0,0,0,0
stone-golem,10.0,construct,,Large,17,178,unaligned,0,Monster Manual,22.0,9.0,20.0,3.0,11.0,1.0,0,0,0
stone-juggernaut,12.0,construct,,Large,15,157,unaligned,0,Other,16.0,12.0,15.0,14.0,14.0,16.0,0,0,0
storm-giant,13.0,giant,storm giant,Huge,16,230,chaotic good,0,Monster Manual,29.0,14.0,20.0,16.0,18.0,18.0,0,1,0
storm-giant-quintessent,16.0,giant,storm giant,Huge,12,230,chaotic good,1,Volo's Guide to Monsters,29.0,14.0,20.0,17.0,20.0,19.0,1,1,0
su-monster,1.0,monstrosity,,Medium,12,27,chaotic evil,0,Other,14.0,15.0,12.0,9.0,13.0,9.0,0,0,0
succubus,4.0,fiend,,Medium,15,66,neutral evil,0,Monster Manual,8.0,17.0,13.0,15.0,12.0,20.0,1,0,1
summer-eladrin,10.0,fey,elf,Medium,19,127,chaotic neutral,0,Mordenkainen's Tome of Foes,19.0,21.0,16.0,14.0,12.0,18.0,0,0,0
swarm-of-bats,0.25,beast,swarm,Medium,12,22,unaligned,0,Monster Manual,5.0,15.0,10.0,2.0,12.0,4.0,1,0,0
swarm-of-cranium-rats,5.0,beast,swarm,Medium,12,36,lawful evil,0,Volo's Guide to Monsters,9.0,14.0,10.0,15.0,11.0,14.0,0,0,0
swarm-of-insects,0.5,beast,swarm,Medium,12,22,unaligned,0,Monster Manual,3.0,13.0,10.0,1.0,7.0,1.0,0,0,0
swarm-of-poisonous-snakes,2.0,beast,swarm,Medium,14,36,unaligned,0,Monster Manual,8.0,18.0,11.0,1.0,10.0,3.0,0,1,0
swarm-of-quippers,1.0,beast,swarm,Medium,13,28,unaligned,0,Monster Manual,13.0,16.0,9.0,1.0,7.0,2.0,0,1,0
swarm-of-rats,0.25,beast,swarm,Medium,10,24,unaligned,0,Monster Manual,9.0,11.0,9.0,2.0,10.0,3.0,0,0,0
swarm-of-ravens,0.25,beast,swarm,Medium,12,24,unaligned,0,Monster Manual,6.0,14.0,8.0,3.0,12.0,6.0,1,0,0
swarm-of-rot-grubs,0.5,beast,swarm,Medium,8,22,unaligned,0,Volo's Guide to Monsters,2.0,7.0,10.0,1.0,2.0,1.0,0,0,0
swashbuckler,3.0,humanoid,any race,Medium,17,66,any non-lawful alignment,0,Volo's Guide to Monsters,12.0,18.0,12.0,14.0,11.0,15.0,0,0,0
sword-wraith-commander,8.0,undead,,Medium,18,127,lawful evil,0,Mordenkainen's Tome of Foes,18.0,14.0,18.0,11.0,12.0,14.0,0,0,0
sword-wraith-warrior,3.0,undead,,Medium,16,45,lawful evil,0,Mordenkainen's Tome of Foes,18.0,12.0,17.0,6.0,9.0,10.0,0,0,0
tabaxi-hunter,1.0,humanoid,tabaxi,Medium,14,40,chaotic good,0,Other,10.0,17.0,11.0,13.0,14.0,15.0,0,0,0
tabaxi-minstrel,0.25,humanoid,tabaxi,Medium,12,22,chaotic good,0,Other,10.0,15.0,11.0,14.0,12.0,16.0,0,0,0
tanarukk,5.0,fiend,,Medium,14,95,chaotic evil,0,Volo's Guide to Monsters,18.0,13.0,20.0,9.0,9.0,9.0,0,0,0
tarrasque,30.0,monstrosity,titan,Gargantuan,25,676,unaligned,1,Monster Manual,30.0,11.0,30.0,3.0,11.0,11.0,0,0,0
the-angry,13.0,monstrosity,sorrowsworn,Medium,18,255,neutral evil,0,Mordenkainen's Tome of Foes,17.0,10.0,19.0,8.0,13.0,6.0,0,0,0
the-hungry,11.0,monstrosity,sorrowsworn,Medium,17,225,neutral evil,0,Mordenkainen's Tome of Foes,19.0,10.0,17.0,6.0,11.0,6.0,0,0,0
the-lonely,9.0,monstrosity,sorrowsworn,Medium,16,112,neutral evil,0,Mordenkainen's Tome of Foes,16.0,12.0,17.0,6.0,11.0,6.0,0,0,0
the-lost,7.0,monstrosity,sorrowsworn,Medium,15,78,neutral evil,0,Mordenkainen's Tome of Foes,17.0,12.0,15.0,6.0,7.0,5.0,0,0,0
the-wretched,0.25,monstrosity,sorrowsworn,Small,15,10,neutral evil,0,Mordenkainen's Tome of Foes,7.0,12.0,9.0,5.0,6.0,5.0,0,0,0
thorny,1.0,plant,,Medium,14,27,neutral,0,Volo's Guide to Monsters,13.0,12.0,13.0,2.0,10.0,6.0,0,0,0
thri-kreen,1.0,humanoid,,Medium,15,33,chaotic neutral,0,Monster Manual,12.0,15.0,13.0,8.0,12.0,7.0,0,0,0
thug,0.5,humanoid,any race,Medium,11,32,any non-good alignment,0,Monster Manual,15.0,11.0,14.0,10.0,10.0,11.0,0,0,0
tiger,1.0,beast,,Large,12,37,unaligned,0,Monster Manual,17.0,15.0,14.0,3.0,12.0,8.0,0,0,0
tlincalli,5.0,monstrosity,,Large,15,85,neutral evil,0,Volo's Guide to Monsters,16.0,13.0,16.0,8.0,12.0,8.0,0,0,0
tortle,0.25,humanoid,tortle,Medium,17,22,lawful good,0,Mordenkainen's Tome of Foes,15.0,10.0,12.0,11.0,13.0,12.0,0,0,0
tortle-druid,2.0,humanoid,tortle,Medium,17,33,lawful neutral,0,Mordenkainen's Tome of Foes,14.0,10.0,12.0,11.0,15.0,12.0,0,0,0
transmuter,5.0,humanoid,any race,Medium,12,40,any alignment,0,Volo's Guide to Monsters,9.0,14.0,11.0,17.0,12.0,11.0,0,0,0
trapper,3.0,monstrosity,,Large,13,85,unaligned,0,Volo's Guide to Monsters,17.0,10.0,17.0,2.0,13.0,4.0,0,0,0
treant,9.0,plant,,Huge,16,138,chaotic good,0,Monster Manual,23.0,8.0,21.0,12.0,16.0,12.0,0,0,0
tri-flower-frond,0.5,plant,,Medium,10,11,unaligned,0,Other,14.0,15.0,12.0,9.0,13.0,9.0,0,0,0
tribal-warrior,0.125,humanoid,any race,Medium,12,11,any alignment,0,Monster Manual,13.0,11.0,12.0,8.0,11.0,8.0,0,0,0
triceratops,5.0,beast,,Huge,13,95,unaligned,0,Monster Manual,22.0,9.0,17.0,2.0,11.0,5.0,0,0,0
tridrone,0.5,construct,,Medium,15,16,lawful neutral,0,Monster Manual,12.0,13.0,12.0,9.0,10.0,9.0,0,0,0
troglodyte,0.25,humanoid,,Medium,11,13,chaotic evil,0,Monster Manual,14.0,10.0,14.0,6.0,10.0,6.0,0,0,0
troll,5.0,giant,,Large,15,84,chaotic evil,0,Monster Manual,18.0,13.0,20.0,7.0,9.0,7.0,0,0,0
twig-blight,0.125,plant,,Small,13,4,neutral evil,0,Monster Manual,6.0,13.0,12.0,4.0,8.0,3.0,0,0,0
tyrannosaurus-rex,8.0,beast,,Huge,13,136,unaligned,0,Monster Manual,25.0,10.0,19.0,2.0,12.0,9.0,0,0,0
ulitharid,9.0,aberration,illithid,Large,15,127,lawful evil,0,Volo's Guide to Monsters,15.0,12.0,15.0,21.0,19.0,21.0,0,0,0
ultroloth,13.0,fiend,yugoloth,Medium,19,153,neutral evil,0,Monster Manual,16.0,16.0,18.0,18.0,15.0,19.0,1,0,0
umber-hulk,5.0,monstrosity,,Large,18,93,chaotic evil,0,Monster Manual,20.0,13.0,16.0,9.0,10.0,10.0,0,0,0
unicorn,5.0,celestial,,Large,12,67,lawful good,1,Monster Manual,18.0,14.0,15.0,11.0,17.0,16.0,0,0,0
uthgardt-shaman,2.0,humanoid,human,Medium,13,38,neutral evil,0,Other,14.0,12.0,13.0,10.0,15.0,12.0,0,0,0
vampire,13.0,undead,,Medium,16,144,lawful evil,1,Monster Manual,18.0,18.0,18.0,17.0,15.0,18.0,0,0,1
vampire-spawn,5.0,undead,,Medium,15,82,neutral evil,0,Monster Manual,16.0,16.0,16.0,11.0,10.0,12.0,0,0,0
vampiric-mist,3.0,undead,,Medium,13,30,chaotic evil,0,Mordenkainen's Tome of Foes,6.0,16.0,16.0,6.0,12.0,7.0,1,0,0
vargouille,1.0,fiend,,Tiny,12,13,chaotic evil,0,Volo's Guide to Monsters,6.0,14.0,14.0,4.0,7.0,2.0,1,0,0
vegepygmy,0.25,plant,,Small,13,9,neutral,0,Volo's Guide to Monsters,7.0,14.0,13.0,6.0,11.0,7.0,0,0,0
vegepygmy-chief,2.0,plant,,Small,14,33,neutral,0,Volo's Guide to Monsters,14.0,14.0,14.0,7.0,12.0,9.0,0,0,0
velociraptor,0.25,beast,,Tiny,13,10,unaligned,0,Volo's Guide to Monsters,6.0,14.0,13.0,4.0,12.0,6.0,0,0,0
venerable-shadow,2.0,undead,,Medium,13,27,chaotic evil,0,Other,6.0,16.0,13.0,6.0,12.0,10.0,0,0,0
venom-troll,7.0,giant,,Large,15,94,chaotic evil,0,Mordenkainen's Tome of Foes,18.0,13.0,20.0,7.0,9.0,7.0,0,0,0
veteran,3.0,humanoid,any race,Medium,17,58,any alignment,0,Monster Manual,16.0,13.0,14.0,10.0,11.0,10.0,0,0,0
vine-blight,0.5,plant,,Medium,12,26,neutral evil,0,Monster Manual,15.0,8.0,14.0,5.0,10.0,3.0,0,0,0
violet-fungus,0.25,plant,,Medium,5,18,unaligned,0,Monster Manual,3.0,1.0,10.0,1.0,3.0,1.0,0,0,0
vrock,6.0,fiend,demon,Large,15,104,chaotic evil,0,Monster Manual,17.0,15.0,18.0,8.0,13.0,8.0,1,0,0
vulture,0.0,beast,,Medium,10,5,unaligned,0,Monster Manual,7.0,10.0,13.0,2.0,12.0,4.0,1,0,0
war-priest,9.0,humanoid,any race,Medium,18,117,any alignment,0,Volo's Guide to Monsters,16.0,10.0,14.0,11.0,17.0,13.0,0,0,0
warhorse,0.5,beast,,Large,11,19,unaligned,0,Monster Manual,18.0,12.0,13.0,2.0,12.0,7.0,0,0,0
warhorse-skeleton,0.5,undead,,Large,13,22,lawful evil,0,Monster Manual,18.0,12.0,15.0,2.0,8.0,5.0,0,0,0
warlock-of-the-archfey,4.0,humanoid,any race,Medium,11,49,any alignment,0,Volo's Guide to Monsters,9.0,13.0,11.0,11.0,12.0,18.0,0,0,0
warlock-of-the-fiend,7.0,humanoid,any race,Medium,12,78,any alignment,0,Volo's Guide to Monsters,10.0,14.0,15.0,12.0,12.0,18.0,0,0,0
warlock-of-the-great-old-one,6.0,humanoid,any race,Medium,12,91,any alignment,0,Volo's Guide to Monsters,9.0,14.0,15.0,12.0,12.0,18.0,0,0,0
warlord,12.0,humanoid,any race,Medium,18,229,any alignment,1,Volo's Guide to Monsters,20.0,16.0,18.0,12.0,12.0,18.0,0,0,0
wastrilith,13.0,fiend,demon,Large,18,157,chaotic evil,0,Mordenkainen's Tome of Foes,19.0,18.0,21.0,19.0,12.0,14.0,0,1,0
water-elemental,5.0,elemental,,Large,14,114,neutral,0,Monster Manual,18.0,14.0,18.0,5.0,10.0,8.0,0,1,0
water-elemental-myrmidon,7.0,elemental,,Medium,18,127,neutral,0,Mordenkainen's Tome of Foes,18.0,14.0,15.0,8.0,10.0,10.0,0,1,0
water-weird,3.0,elemental,,Large,13,58,neutral,0,Monster Manual,17.0,16.0,13.0,11.0,10.0,10.0,0,1,0
weasel,0.0,beast,,Tiny,13,1,unaligned,0,Monster Manual,3.0,16.0,8.0,2.0,12.0,3.0,0,0,0
werebear,5.0,humanoid,human,Medium,10,135,neutral good,0,Monster Manual,19.0,10.0,17.0,11.0,12.0,12.0,0,0,1
wereboar,4.0,humanoid,human,Medium,10,78,neutral evil,0,Monster Manual,17.0,10.0,15.0,10.0,11.0,8.0,0,0,1
wererat,2.0,humanoid,human,Medium,12,33,lawful evil,0,Monster Manual,10.0,15.0,12.0,11.0,10.0,8.0,0,0,1
weretiger,4.0,humanoid,human,Medium,12,120,neutral,0,Monster Manual,17.0,15.0,16.0,10.0,13.0,11.0,0,0,1
werewolf,3.0,humanoid,human,Medium,11,58,chaotic evil,0,Monster Manual,15.0,13.0,14.0,10.0,11.0,10.0,0,0,1
white-abishai,6.0,fiend,devil,Medium,15,68,lawful evil,0,Mordenkainen's Tome of Foes,16.0,11.0,18.0,11.0,12.0,13.0,1,0,0
white-dragon-wyrmling,2.0,dragon,white dragon,Medium,16,32,chaotic evil,0,Monster Manual,14.0,10.0,14.0,5.0,10.0,11.0,1,1,0
wight,3.0,undead,,Medium,14,45,neutral evil,0,Monster Manual,15.0,14.0,16.0,10.0,13.0,15.0,0,0,0
wild-dog,0.125,beast,,Medium,12,5,unaligned,0,Other,13.0,14.0,12.0,3.0,12.0,7.0,0,0,0
wild-dog-alpha,1.0,beast,,Large,12,26,unaligned,0,Other,17.0,15.0,13.0,3.0,12.0,8.0,0,0,0
will-o--wisp,2.0,undead,,Tiny,19,22,chaotic evil,0,Monster Manual,1.0,28.0,10.0,13.0,14.0,11.0,1,0,0
winged-kobold,0.25,humanoid,kobold,Small,13,7,lawful evil,0,Monster Manual,7.0,16.0,9.0,8.0,7.0,8.0,1,0,0
winter-eladrin,10.0,fey,elf,Medium,19,127,chaotic neutral,0,Mordenkainen's Tome of Foes,11.0,10.0,16.0,18.0,17.0,13.0,0,0,0
winter-wolf,3.0,monstrosity,,Large,13,75,neutral evil,0,Monster Manual,18.0,13.0,14.0,7.0,12.0,8.0,0,0,0
wolf,0.25,beast,,Medium,13,11,unaligned,0,Monster Manual,12.0,15.0,12.0,3.0,12.0,6.0,0,0,0
wood-woad,5.0,plant,,Medium,18,75,lawful neutral,0,Volo's Guide to Monsters,18.0,12.0,16.0,10.0,13.0,8.0,0,0,0
worg,0.5,monstrosity,,Large,13,26,neutral evil,0,Monster Manual,16.0,13.0,13.0,7.0,11.0,8.0,0,0,0
wraith,5.0,undead,,Medium,13,67,neutral evil,0,Monster Manual,6.0,16.0,16.0,12.0,14.0,15.0,1,0,0
wyvern,6.0,dragon,,Large,13,110,unaligned,0,Monster Manual,19.0,10.0,16.0,5.0,12.0,6.0,1,0,0
xorn,5.0,elemental,,Medium,19,73,neutral,0,Monster Manual,17.0,10.0,22.0,11.0,10.0,11.0,0,0,0
xvart,0.125,humanoid,xvart,Small,13,7,chaotic evil,0,Volo's Guide to Monsters,8.0,14.0,10.0,8.0,7.0,7.0,0,0,0
xvart-warlock-of-raxivort,1.0,humanoid,xvart,Small,12,22,chaotic evil,0,Volo's Guide to Monsters,8.0,14.0,12.0,8.0,11.0,12.0,0,0,0
yagnoloth,11.0,fiend,yugoloth,Large,17,147,neutral evil,0,Mordenkainen's Tome of Foes,19.0,14.0,21.0,16.0,15.0,18.0,0,0,0
yellow-musk-creeper,2.0,plant,,Medium,6,60,unaligned,0,Other,12.0,3.0,13.0,1.0,10.0,3.0,0,0,0
yellow-musk-zombie,0.25,undead,,Medium,9,33,unaligned,0,Other,13.0,9.0,12.0,1.0,6.0,3.0,0,0,0
yeth-hound,4.0,fey,,Large,14,51,neutral evil,0,Volo's Guide to Monsters,18.0,17.0,16.0,5.0,12.0,7.0,1,0,0
yeti,3.0,monstrosity,yeti,Large,12,51,chaotic evil,0,Monster Manual,18.0,13.0,16.0,8.0,12.0,7.0,0,0,0
yochlol,10.0,fiend,demon,Medium,15,136,chaotic evil,0,Monster Manual,15.0,14.0,18.0,13.0,15.0,15.0,0,0,1
young-black-dragon,7.0,dragon,black dragon,Large,18,127,chaotic evil,0,Monster Manual,19.0,14.0,17.0,12.0,11.0,15.0,1,1,0
young-blue-dragon,9.0,dragon,blue dragon,Large,18,152,lawful evil,0,Monster Manual,21.0,10.0,19.0,14.0,13.0,17.0,1,0,0
young-brass-dragon,6.0,dragon,brass dragon,Large,17,110,chaotic good,0,Monster Manual,19.0,10.0,17.0,12.0,11.0,15.0,1,0,0
young-bronze-dragon,8.0,dragon,bronze dragon,Large,18,142,lawful good,0,Monster Manual,21.0,10.0,19.0,14.0,13.0,17.0,1,1,0
young-copper-dragon,7.0,dragon,copper dragon,Large,17,119,chaotic good,0,Monster Manual,19.0,12.0,17.0,16.0,13.0,15.0,1,0,0
young-gold-dragon,10.0,dragon,gold dragon,Large,18,178,lawful good,0,Monster Manual,23.0,14.0,21.0,16.0,13.0,20.0,1,1,0
young-green-dragon,8.0,dragon,green dragon,Large,18,136,lawful evil,0,Monster Manual,19.0,12.0,17.0,16.0,13.0,15.0,1,1,0
young-kruthik,0.125,monstrosity,,Small,16,9,unaligned,0,Mordenkainen's Tome of Foes,13.0,16.0,13.0,4.0,10.0,6.0,0,0,0
young-red-dragon,10.0,dragon,red dragon,Large,18,178,chaotic evil,0,Monster Manual,23.0,10.0,21.0,14.0,11.0,19.0,1,0,0
young-red-shadow-dragon,13.0,dragon,,Large,18,178,chaotic evil,0,Monster Manual,23.0,10.0,21.0,14.0,11.0,19.0,1,0,0
young-remorhaz,5.0,monstrosity,,Large,14,93,unaligned,0,Monster Manual,18.0,13.0,17.0,3.0,10.0,4.0,0,0,0
young-silver-dragon,9.0,dragon,silver dragon,Large,18,168,lawful good,0,Monster Manual,23.0,10.0,21.0,14.0,11.0,19.0,1,0,0
young-white-dragon,6.0,dragon,white dragon,Large,17,133,chaotic evil,0,Monster Manual,18.0,10.0,18.0,6.0,11.0,12.0,1,1,0
yuan-ti-abomination,7.0,monstrosity,yuan-ti,Large,15,127,neutral evil,0,Monster Manual,19.0,16.0,17.0,17.0,15.0,18.0,0,0,1
yuan-ti-anathema,12.0,monstrosity,yuan-ti,Huge,16,189,neutral evil,0,Volo's Guide to Monsters,23.0,13.0,19.0,19.0,17.0,20.0,0,1,1
yuan-ti-broodguard,2.0,humanoid,yuan-ti,Medium,14,45,neutral evil,0,Volo's Guide to Monsters,15.0,14.0,14.0,6.0,11.0,4.0,0,0,0
yuan-ti-malison,3.0,monstrosity,yuan-ti,Medium,12,66,neutral evil,0,Monster Manual,16.0,14.0,13.0,14.0,12.0,16.0,0,0,1
yuan-ti-mind-whisperer,4.0,monstrosity,yuan-ti,Medium,14,71,neutral evil,0,Volo's Guide to Monsters,16.0,14.0,13.0,14.0,14.0,16.0,0,0,1
yuan-ti-nightmare-speaker,4.0,monstrosity,yuan-ti,Medium,14,71,neutral evil,0,Volo's Guide to Monsters,16.0,14.0,13.0,14.0,12.0,16.0,0,0,1
yuan-ti-pit-master,5.0,monstrosity,yuan-ti,Medium,14,88,neutral evil,0,Volo's Guide to Monsters,16.0,14.0,13.0,14.0,12.0,16.0,0,0,1
yuan-ti-pureblood,1.0,humanoid,yuan-ti,Medium,11,40,neutral evil,0,Monster Manual,11.0,12.0,11.0,13.0,12.0,14.0,0,0,0
zaratan,22.0,elemental,,Gargantuan,21,307,neutral,0,Mordenkainen's Tome of Foes,30.0,10.0,30.0,2.0,21.0,18.0,0,1,0
zombie,0.25,undead,,Medium,8,22,neutral evil,0,Monster Manual,13.0,6.0,16.0,3.0,6.0,5.0,0,0,0
